[1561935600] LOG ROTATION: DAILY
[1561935600] LOG VERSION: 2.0
[1561935600] CURRENT HOST STATE: ieatrcxb6218-1;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.23 ms
[1561935600] CURRENT HOST STATE: ieatrcxb6219-1;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.51 ms
[1561935600] CURRENT HOST STATE: ieatrcxb6220-1;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.21 ms
[1561935600] CURRENT HOST STATE: ieatrcxb6221-1;DOWN;HARD;10;CRITICAL - Host Unreachable (131.160.170.183)
[1561935600] CURRENT HOST STATE: ieatrcxb6268-1;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.25 ms
[1561935600] CURRENT HOST STATE: ieatrcxb6294-1;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.24 ms
[1561935600] CURRENT HOST STATE: ieatrcxb6295-1;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.27 ms
[1561935600] CURRENT HOST STATE: ieatrcxb6296-1;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.25 ms
[1561935600] CURRENT HOST STATE: ieatrcxb6297-1;DOWN;HARD;10;CRITICAL - Host Unreachable (131.160.170.187)
[1561935600] CURRENT HOST STATE: ieatrcxb6298-1;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.25 ms
[1561935600] CURRENT HOST STATE: ieatrcxb6299-1;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.20 ms
[1561935600] CURRENT HOST STATE: ieatrcxb6300-1;DOWN;HARD;10;CRITICAL - Host Unreachable (131.160.170.190)
[1561935600] CURRENT HOST STATE: ieatrcxb6301-1;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.26 ms
[1561935600] CURRENT HOST STATE: ieatrcxb6446;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.29 ms
[1561935600] CURRENT HOST STATE: ieatwlvm5116;UP;HARD;1;PING OK
[1561935600] CURRENT HOST STATE: ieatwlvm7002;UP;HARD;1;PING OK
[1561935600] CURRENT HOST STATE: localhost;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.05 ms
[1561935600] CURRENT SERVICE STATE: ieatlms3901;check cm supervision nodes;WARNING;HARD;3;WARNING- NUMBER OF NODES WITH CM SUPERVISION (21818) IS BETWEEN 80% AND 95% OF ENM NODES (24353)
[1561935600] CURRENT SERVICE STATE: ieatlms3901;check fm hb failures cpp;OK;HARD;1;OK- NUMBER OF CPP NODES W/O FM HB FAILURES (6868) IS HIGHER THAN 95% OF CPP NODES WITH FM SUPERVISION ENABLED (7109)
[1561935600] CURRENT SERVICE STATE: ieatlms3901;check fm hb failures snmp;CRITICAL;HARD;3;(Service check timed out after 800.01 seconds)
[1561935600] CURRENT SERVICE STATE: ieatlms3901;check fm supervision nodes;OK;HARD;1;OK- NUMBER OF NODES WITH FM SUPERVISION (24328) IS HIGHER THAN 95% OF ENM NODES (24353)
[1561935600] CURRENT SERVICE STATE: ieatlms3901;check hw resources hc;OK;HARD;1;OK- hw_resources_healthcheck SUCCESSFULLY PASSED
[1561935600] CURRENT SERVICE STATE: ieatlms3901;check mdt hc;OK;HARD;1;OK- mdt_healthcheck SUCCESSFULLY PASSED
[1561935600] CURRENT SERVICE STATE: ieatlms3901;check nas hc;OK;HARD;1;OK- nas_healthcheck SUCCESSFULLY PASSED
[1561935600] CURRENT SERVICE STATE: ieatlms3901;check node fs;OK;HARD;1;OK
[1561935600] CURRENT SERVICE STATE: ieatlms3901;check node fs hc;OK;HARD;1;OK- node_fs_healthcheck SUCCESSFULLY PASSED
